DISTRICT,ACTIVITY,DATE,RATING,PARTY,ASSEMBLY
KANCHEEPURAM,This morning the 97th birthday party of the Muthami scholar artist was presented to the people of Kanchippuram by the Union Union Secretary Mr.PMKumar.-Rice,25-06-2020,1.73,dmk,KANCHEEPURAM
KANCHEEPURAM,"More than 300 families living in the 13th and 14th Ward of Chitlapakkam Peraruchchi, Eastern District of Kanchipuram have been provided with Corona Relief Items by Mr. Sitlabakam C. Erajendran.",25-06-2020,1.41,AIADMK,TAMBARAM
KANCHEEPURAM,"District Secretary, Mr. Walajabad b. Kanesan presented a packet of rice and vegetables to the Corona Relief Assistance to more than 500 families in the Kithiripete area of ​​the Walajabad Union, Kanchipuram district.",25-06-2020,1.41,AIADMK,UTHIRAMERUR
KANCHEEPURAM,"District Secretary, Mr. Sitlabakam C. Irajendran distributed 10 kg of rice and corona relief items to more than 1000 persons at Medakavam Panchayat, Parangimalai Union, Kanchipuram Eastern District.",26-06-2020,4.58,AIADMK,ALANDUR
KANCHEEPURAM,"Coroner Relief Items were distributed by the District Secretary, Mr. Sitlabakkam C. Erajendran at various locations including Kanchipuram East District, Santoshpuram, Camprood, Chelayur, Tambaram and Tambaram Sanitarium.",27-06-2020,2,AIADMK,TAMBARAM
KANCHEEPURAM,"100 bags of rice, groceries and liquor were donated by S. Prashendi to the 100 family members of the Muttam Tamil scholar leader on the occasion of his 97th birthday.",27-06-2020,2.45,dmk,NO DATA
KANCHEEPURAM,"Essential commodities including rice, vegetables and other essential items were provided by the District Secretary, Mr. Sitlapakkam C. Erajendran to the Corona Relief Aid in Siddlapakkam, Kanchipuram Eastern District.",29-06-2020,2,AIADMK,KANCHEEPURAM
KANCHEEPURAM,"District Secretary, Mr. Walajabad Paan Ganesan, presented a packet of rice and vegetables to the Corona Relief Assistance to more than 200 families in the Kanjipuram district, Walajabad Union and Coimbatore district.",29-06-2020,2.83,AIADMK,UTHIRAMERUR
KANCHEEPURAM,"I gave the rice to the persons belonging to the Tamil Nadu Rural Christian Church United People's Council. Kanchipuram North Union Secretary BM Kumar.
 Translate Tweet",30-06-2020,1.73,DMK,KANCHEEPURAM
KANCHEEPURAM,"Rural and Vegetable Relief Relief items were distributed to the rural community of Siruvakkam, Cheruvallur and Dandalam in the Western Union of Kanchipuram District, Walajabad.",30-06-2020,1.73,AIADMK,UTHIRAMERUR
KANCHEEPURAM,"On the occasion of Dr. Kalaignar's 97th birthday, Kanchi Thema Secretary and Member of the Uthiramerur Legislative Assembly 
 @ksundarmla
  Kanchipuram MP in their presence 
 @gselvam_
 Mr. T. Kumar, Secretary, Salvakkam Union",30-06-2020,1.73,DMK,UTHIRAMERUR
KANCHEEPURAM,"District Organization Secretary Mr. Walajabad B. Ganesan distributed relief items including rice and vegetables to the villagers of Siruvakkam, Siruvallur and Tandalam under Walajabad West Union, Kanchipuram District.",30-06-2020,3.46,AIADMK,KANCHEEPURAM
KANCHEEPURAM,Kanchipuram North Union Konerikkuppam Panchayat Ashok Nagar Vaiyavoor Link Road A new cement road was constructed at a cost of Rs. 7.13 lakhs from my Assembly constituency development fund. I opened it for public use today.,03-07-2020,4,DMK,TIRUPATTUR
KANCHEEPURAM,"District Organization Secretary Mr. Walajabad B. Ganesan distributed corona relief packages containing rice and vegetables to about 1200 families in Kanchipuram West District, Walajabad East Union, Lower Ottivakkam, Nathanallur and Nallur villages. #coronavirus",06-07-2020,3.87,AIADMK,UTHIRAMERUR
KANCHEEPURAM,District Organizing Secretary Mr. Chitlapakkam S. Rajendran distributed corona relief items to poor families in Kanchipuram East District.,07-07-2020,3.16,AIADMK,KANCHEEPURAM
KANCHEEPURAM,"District Organization Secretary Mr. Walajabad B. Ganesan distributed corona relief items to more than 600 poor families in Andisiruvallur area, Kanchipuram district.",08-07-2020,2.83,AIADMK,KANCHEEPURAM
KANCHEEPURAM,"District Organization Secretary Mr. Walajabad B. Ganesan distributed corona relief items to more than 600 families in Nathanallur area, Walajabad Union, Kanchipuram District.",08-07-2020,2.83,AIADMK,UTHIRAMERUR
KANCHEEPURAM,"On behalf of Kanchipuram West District Corporation, District Secretary Mr. Walajabad B. Ganesan distributed packages of rice, pulses and vegetables to more than 1000 families in Kolivakkam area.",10-07-2020,3.87,AIADMK,UTHIRAMERUR
KANCHEEPURAM,"District Secretary Mr. Walajabad B. Ganesan on behalf of Kanchipuram West District Corporation distributed sports equipment worth Rs. 20,000 to the youth of Avalur village in Walajabad area. #AIADMK",10-07-2020,2,AIADMK,UTHIRAMERUR
KANCHEEPURAM,"On behalf of Kanchipuram West District Corporation, District Secretary Mr. Walajabad B. Ganesan distributed packages of rice, pulses and vegetables to more than 800 families including Narikkuvar in Iyengar area.",11-07-2020,2.83,AIADMK,UTHIRAMERUR
KANCHEEPURAM,District Organization Secretary Mr. Walajabad B. Ganesan distributed relief items to more than 700 poor families in Uraveri area of ​​Kanchipuram district.,13-07-2020,2.83,AIADMK,KANCHEEPURAM
KANCHEEPURAM,"On behalf of Kanchipuram West District Corporation, Mr. Walajabad B. Ganesan, District Secretary of Walajabad Union distributed packets of rice, pulses and vegetables to more than 1000 families in Puliyambakkam area.",14-07-2020,3.87,AIADMK,UTHIRAMERUR
KANCHEEPURAM,"15.07.2020 In Chengalpattu District, Madurantakam Block, Nagamalai Panchayat, a house was demolished and a new house was built for them and a new direct paddy procurement center was set up in Madurantakam area to fix the drinking water problem.
  #DMKKanchipuram",15-07-2020,2,DMK,MADURANTAKAM
KANCHEEPURAM,"On behalf of Kanchipuram West Union, District Organization Secretary Mr. Walajabad B. Ganesan distributed relief items to more than 1000 families in Punchai Arasanthangal area.",16-07-2020,3.87,AIADMK,UTHIRAMERUR
KANCHEEPURAM,"District Organization Secretary Mr. Walajabad B. Ganesan handed over boxes containing drinking water, anti-injection tablets and spirit kits to 400 employees of Kanchipuram Central Co-operative Bank.",16-07-2020,2.83,AIADMK,KANCHEEPURAM
KANCHEEPURAM,"District Organization Secretary Mr. Walajabad B. Ganesan distributed corona relief aid and rice to 1500 families in Tirupattikunram, Vippedu and Putheri villages in Kanchipuram West District.",17-07-2020,3.87,AIADMK,KANCHEEPURAM
KANCHEEPURAM,District Coordinating Secretary Mr. Walajabad B. Ganesan handed over rice and financial assistance to 50 people as corona relief assistance to Iyengarkulam auto drivers under Kanchipuram Union.,18-07-2020,1.73,AIADMK,KANCHEEPURAM
KANCHEEPURAM,"Mr. Walajabad B. Ganesan, District Organization Secretary distributed corona relief items to more than 1000 families in Attivakkam, Walajabad West Union, Kanchipuram West District.",20-07-2020,3.46,AIADMK,NO DATA
KANCHEEPURAM,"By order of the President of the Association, District Secretary 
 @ksundarmla
  MLA In their consultation, Seyyur is a legislator 
 @dr_rtarasu_
 They continue to work with people throughout the block despite having a corona infection and staying home from the hospital",20-07-2020,1.73,DMK,NO DATA
KANCHEEPURAM,"District Coordinating Secretary Mr. Walajabad B. Ganesan distributed masks, sanitizers and soaps to the public in Pillaiyarpalayam area, Kanchipuram district.",21-07-2020,1.73,AIADMK,KANCHEEPURAM
KANCHEEPURAM,"District Organization Secretary Mr. Walajabad B. Ganesan distributed relief items to more than 3500 families in Kanchipuram West District, Kaveripakkam, JJ Nagar, Vinayagapuram.",22-07-2020,4.58,AIADMK,SHOLINGUR
KANCHEEPURAM,"Kanchipuram District, Walajabad Union, Ironpet Scholar Anna Government High School, Kanchi West District Youth Team Secretary Mr. RV Ranjith Kumar presented the scholarships to the first 3 students who scored high marks in the +2 general examination.",23-07-2020,2,AIADMK,UTHIRAMERUR
KANCHEEPURAM,"District Organization Secretary Mr. Walajabad B. Ganesan distributed corona relief items to more than 1000 families in Koneri Kuppam, Walajabad West Union, Kanchipuram West District.",23-07-2020,4.24,AIADMK,THIRUPORUR
KANCHEEPURAM,"District Organization Secretary Mr. Walajabad B. Ganesan distributed corona relief items to more than 1500 families in Tirupukuzhi area, Kanchipuram West District.",25-07-2020,4.24,AIADMK,KANCHEEPURAM
KANCHEEPURAM,"According to the order of the President of Kanchipuram South Maa Kazhaka, District Secretary 
 @ksundarmlaOn the advice of the MLA, Seyyur constituency Latur Union is a legislator in 8 villages inhabited by fishermen 
 @dr_rtarasu_
 Rice bundles arranged by MLA and Union CS KS Ramachandran
  #people_work_dmuk",25-07-2020,2.83,DMK,NO DATA
VELLORE,"Vellore (M), MLA, MLA
 @VelloreDmk
 The MLA accepted the request of the stage melodies and 
 technicians in Vellore district and today they have provided 
 essential items to the district office at his own expense.",20-06-2020,1.73,DMK,VELLORE
VELLORE,"On behalf of Vellore Corporation, the zonal health officer visited the veterinarian's ward-17th Street distribution of nutrients.",25-06-2020,1.73205,AIADMK,VELLORE
VELLORE,"The District Collector of Vellore today (30.06.2020) visited the vineyard of Chennai in order to prevent the spread of 
 coronavirus.",30-06-2020,2.44949,AIADMK,VELLORE
VELLORE,"Vellore Central District Secretary, Dam Assembly Member Mr.
 @VelloreDmk
  MLA organized by the artist Dr. Kalaignar on the occasion of his 97th birthday today at the District Council office to alleviate the hunger of the poor and simple people affected by the corona curfew 32nd 1/2",04-07-2020,2.45,DMK,VELLORE
VELLORE,"Vellore Central District Secretary, Dam Assembly Member Mr.
 @VelloreDmk
  MLA In their own arrangement the charity started on the birthday of Dr. Kalaignar and the President of the Association did not stop and continued for 5 months during the curfew period for 2 months.",10-07-2020,2.45,DMK,VELLORE
VELLORE,Ambur MLA AC Vilvanathan met the 103-year-old grandmother who won the corona and offered her condolences to her family living in poverty and promised that the legislator who would comply with her request would document the receipt of state widow and old age allowance.,14-01-2020,1.73,DMK,AMBUR
VELLORE,"Vellore Central District Secretary, Dam MLA Mr.
 @VelloreDmk
  By their arrangement in the office of the District Council Dr. Mutha Tamil scholar Dr. Kalaignar from his birthday till the end of the corona epidemic curfew Gudiyatham North Union Secretary Kallur K.Ravi by Corona 1/2",16-07-2020,2.45,DMK,GUDIYATTAM
VELLORE,"Today I provided #Covid19 term relief assistance
  at various locations in Kolathur and Port blocks .
  The Government of Tamil Nadu should plan and
  act to control the spread of the disease.",18-07-2020,1.73,DMK,ARAKONAM
VELLORE,"They presented certificates, laptops and relief items to 101 students who completed TALLY training. With: Mr.
 @Dayanidhi_Maran MP They and Mr. 
 @PKSekarbabu
 MLA They. Location: Port block.",18-07-2020,2.45,DMK,NO DATA
VELLORE,"Under their guidance, Walaja OS Seshavenkat provided disinfectant sprayers to the load-bearing primary health center and Kaveripakkam police station to prevent corona virus.",28-07-2020,1.73,DMK,SHOLINGUR
TIRUVANNAMALAI,The VSL Executive Director Municipal Commissioner handed over the battery vehicles worth Rs 2.5 lakh to Arani Amma Restaurant in Thiruvannamalai district,20-06-2020,2.65,DMK,TIRUVANNAMALAI
TIRUVANNAMALAI,"The legislator, Mr. V. Pannirselvam, handed over the chicks to the 290 beneficiaries on behalf of the Government of Tamil Nadu on behalf of the Tamil Nadu Government in the Kalasapakkam Assembly constituency of Thiruvannamalai district.",23-06-2020,2.83,ADMK,KALASAPAKKAM
TIRUVANNAMALAI,"Vellore Central District Secretary, Dam Assembly Member Mr.
 @VelloreDmk
  MLA organized by the artist Dr. Kalaignar on the occasion of his 97th birthday today at the District Council office to alleviate the hunger of the poor and simple people affected by the corona curfew 32nd 1/2",14-07-2020,1.73,DMK,NO DATA
TIRUVANNAMALAI,"Today I provided #Covid19 term relief 
 assistance at various locations in Kolathur
  and Port blocks . The Government of 
 Tamil Nadu should plan and act to control 
 the spread of the disease.",18-07-2020,2.45,,TIRUVANNAMALAI
TIRUVANNAMALAI,"on behalf of the 'Artist Karunanidhi Foundation', donated Rs. 2,00,000 / - as financial assistance for the needy , medical and education '",25-07-2020,2.65,DMK,NO DATA
TIRUVANNAMALAI,"Thiruvannamalai South District Secretary Mr.
 @evvelu
 The MLA expressed his condolences to the family of Kottaibapu, the city secretary of Vandavasi, who passed away due to corona disease, by providing financial assistance of Rs 2 lakh. Thiruvannamalai North District Officer Mr. MS Tharanivendan and 1/2",27-07-2020,2.65,DMK,TIRUVANNAMALAI
CHENNAI,2000 plus poor families were given relief aid worth of Rs..15 lakhs in virugampakkam,18-06-2020,5.48,ADMK,VIRUGAMPAKKAM
CHENNAI,"In jeeva nagar, People were given Face masks",18-06-2020,2.45,ADMK,DR.RADHAKRISHNAN NAGAR
CHENNAI,1744 plus poor families were given relief aid worth of Rs..15 lakhs in virugampakkam,20-06-2020,5.48,ADMK,VIRUGAMPAKKAM
CHENNAI,"In kodungaiyur , People were given face masks",20-06-2020,2.45,ADMK,PERAMBUR
CHENNAI,"In vyasarbadi, Covid center has been opened for 224 people with facilities of Food, Bath, Yoga center with it",25-06-2020,4,ADMK,PERAMBUR
CHENNAI,"500 poor families were given Rice, Vegetables,Oil, Dals in Virugai",27-06-2020,3.16,ADMK,VIRUGAMPAKKAM
CHENNAI,"In Royapuram, People were served with kabasura kudineer in Health center",27-06-2020,2,ADMK,ROYAPURAM
CHENNAI,"In royapuram, people were given face mask in Thambbuchetty street of ward 60",30-06-2020,2.45,ADMK,ROYAPURAM
CHENNAI,"In royapuram, people were given kabasura kudi neer in Thambbuchetty street of ward 60",30-06-2020,2,ADMK,ROYAPURAM
CHENNAI,"In RK nagar , kabasura kudineer were given to people",30-06-2020,2.45,DMK,DR.RADHAKRISHNAN NAGAR
CHENNAI,"In Rk nagar, people were given relief aid",01-07-2020,2.45,DMK,DR.RADHAKRISHNAN NAGAR
CHENNAI,"In Rk nagar, 120 famileis were given relief aid",04-07-2020,2.83,DMK,DR.RADHAKRISHNAN NAGAR
CHENNAI,"In Rk nagar, people were given kabasura kudineer",04-07-2020,2.45,DMK,DR.RADHAKRISHNAN NAGAR
CHENNAI,Food has been provided for people residing in streets,05-07-2020,1.73,MNM,EGMORE
CHENNAI,"In harbour, 1100 families were given relief aid",11-07-2020,4.24,DMK,HARBOUR
CHENNAI,"Cleaning workers were given rice,vegetables,kabasurakudineer",12-07-2020,1.73,DMK,DR.RADHAKRISHNAN NAGAR
CHENNAI,New Handsanitiser stand has been installed and kept for publice use,14-07-2020,1.73,MNM,KOLATHUR
CHENNAI,200 Autodrivers were given face mask,14-07-2020,1.73,MNM,EGMORE
CHENNAI,"In Kolathur, 300 womem and 19 cleaning workers were given relief aid",18-07-2020,2.83,DMK,KOLATHUR
CHENNAI,"In Kolathur, 10000 families were given relief aid",18-07-2020,6.32,DMK,KOLATHUR
CHENNAI,"In Kolathur, 101 tally completed students were given certificate and fund",18-07-2020,3.16,DMK,KOLATHUR
CHENNAI,3 family who sought assitance with MNM has given relief aid,18-07-2020,1.41,MNM,VIRUGAMPAKKAM
CHENNAI,5 family who sought assitance with MNM has given relief aid,19-07-2020,1.41,MNM,VIRUGAMPAKKAM
CHENNAI,1 family who sought assitance with MNM has given relief aid,19-07-2020,1.41,MNM,THIRU-VI-KA-NAGAR
CHENNAI,1 family who sought assitance with MNM has given relief aid,20-07-2020,1.41,MNM,VIRUGAMPAKKAM
CHENNAI,1 family who sought assitance with MNM has given relief aid,20-07-2020,1.41,MNM,ANNA NAGAR
CHENNAI,5 family who sought assitance with MNM has given relief aid,20-07-2020,1.41,MNM,VIRUGAMPAKKAM
CHENNAI,"In kolathur, 2500 families were given relief aid",21-07-2020,4.58,DMK,KOLATHUR
CHENNAI,5 family who sought assitance with MNM has given relief aid,21-07-2020,1.41,MNM,VIRUGAMPAKKAM
CHENNAI,"In kolathur, 2250 families were given relief aid",22-07-2020,4.58,DMK,KOLATHUR
CHENNAI,"In Egmore, Three families who sought assitance have given relief aid",22-07-2020,1.41,MNM,EGMORE
CHENNAI,1 family who sought assitance with MNM has given relief aid,22-07-2020,1.41,MNM,EGMORE
CHENNAI,"In kolathur, 2500 families were given relief aid",23-07-2020,4.58,DMK,KOLATHUR
CHENNAI,"In Horbour, Ellespuram People were provided with face mask",27-07-2020,2.45,DMK,HARBOUR
CHENNAI,"In Kolathur, 900 cleaning workers were given breakfast on 123 rd consecutive day",28-07-2020,2.83,DMK,KOLATHUR
CHENNAI,"In Harbour, Face mask has been given",28-07-2020,2.83,DMK,HARBOUR
CHENNAI,"In harbour, Govt school additional classroom requested taken by Mr.Dayanidhi maran and started laying the foundation",29-07-2020,5.48,DMK,HARBOUR
CHENNAI,"In Harbour, People were given relief aid in ellespuram",29-07-2020,2.83,DMK,HARBOUR
CHENNAI,"In harbour , BRN garden face mask has been given to people",30-07-2020,1.73,DMK,HARBOUR
TIRUVALLUR,"In Ambattur , 1000 poor families were given Releif aid in Indra nagar",18-06-2020,2.83,ADMK,AMBATTUR
TIRUVALLUR,"In ponneri, 2000 poor families were given releif aid",18-06-2020,2.83,ADMK,PONNERI
TIRUVALLUR,"In ponneri, people were given releif aid in front of Jamath moque",19-06-2020,2.83,ADMK,PONNERI
TIRUVALLUR,"In Tiruvallur, 1500 people were given relief aid by MLA",20-06-2020,2.83,ADMK,TIRUVALLUR
TIRUVALLUR,"In Ambattur,1000 poor families were given releif aid by MLA",22-06-2020,4.24,ADMK,AMBATTUR
TIRUVALLUR,In Tirutani New bus stand construction work has been started worth Rs.3.48 L,22-06-2020,4.58,ADMK,TIRUTTANI
TIRUVALLUR,"In Ponneri, 700 cleaning workers were given relief aid",23-06-2020,3.46,ADMK,PONNERI
TIRUVALLUR,"In Gummidipoondi , Rice and vegatables were given To the narcissistic people",24-06-2020,2.83,ADMK,GUMMIDIPOONDI
TIRUVALLUR,"In Gummidipoondi, Clearing Lake worth rs.49 L by the Assembly MLA",24-06-2020,4.58,ADMK,GUMMIDIPOONDI
TIRUVALLUR,"In gummidipoondi, Press people were given Rice,vegetables by the MLA",24-06-2020,1.73,ADMK,GUMMIDIPOONDI
TIRUVALLUR,In Tiruvallur 2500 families were given relief aid by MLA,25-06-2020,4.58,ADMK,TIRUVALLUR
TIRUVALLUR,"In Ambattur , 2000 poor families were given Releif aid in 82 ward",25-06-2020,4.58,ADMK,AMBATTUR
TIRUVALLUR,In Tiruvallur 43 people were given rice and vegetables,26-06-2020,1.73,ADMK,TIRUVALLUR
TIRUVALLUR,"In Tiruvallur , 800 people were given rice and vegetables",27-06-2020,3.46,ADMK,TIRUVALLUR
TIRUVALLUR,"In tirutanni, In Indira Gandhi Nagar, drinking water is faulty and a new drinking water pipe has been installed.",27-06-2020,3.87,ADMK,TIRUTTANI
TIRUVALLUR,"In sholavaram, 2000 families were given relief aid by MLA",29-06-2020,4.58,ADMK,MADAVARAM
TIRUVALLUR,"In ponneri, 1500 poor families were given releif aid",29-06-2020,4.58,ADMK,PONNERI
TIRUVALLUR,"In Ambattur , 1000 poor families were given Releif aid in kallikuppam",29-06-2020,4.24,ADMK,AMBATTUR
TIRUVALLUR,"In Gummidipoondi , Rice and vegatables were given To the 200 narcissistic people",30-06-2020,2.83,ADMK,GUMMIDIPOONDI
TIRUVALLUR,"In Ponneri , 1000 rs has been given to handicapped people",03-07-2020,1.73,ADMK,PONNERI
TIRUVALLUR,"In Ambattur , 2000 poor families were given Releif aid in padi kuppam",04-07-2020,4.58,ADMK,AMBATTUR
TIRUVALLUR,"In madhavaram , Corono affected families were given relief aid",04-07-2020,1.41,DMK,MADAVARAM
TIRUVALLUR,"In madhavaram , Corono affected families were given relief aid",05-07-2020,1.41,DMK,MADAVARAM
TIRUVALLUR,"In poonamalle, 100 cleaning wrkers were given sanitiser ,face mask",06-07-2020,2.83,DMK,POONMALLAE
TIRUVALLUR,34 family who sought assitance with MNM has given relief aid,07-07-2020,1.73,MNM,POONMALLAE
TIRUVALLUR,"In poonamalle, 1000 families were given rice,vegetables, milk, egg as relief aid",08-07-2020,4.58,DMK,POONMALLAE
TIRUVALLUR,"In ponneri, 2000 poor families were given releif aid",10-07-2020,4.58,ADMK,PONNERI
TIRUVALLUR,"In ponneri, 600 families were given rice and vegetables",11-07-2020,3.16,ADMK,PONNERI
TIRUVALLUR,1 family who sought assitance with MNM has given relief aid,11-07-2020,1.41,MNM,MADAVARAM
TIRUVALLUR,"In ponneri, 1600 families were given rice and vegetables",13-07-2020,4.58,ADMK,PONNERI
TIRUVALLUR,"In Tirutani, waste water canal has been instaleld worth of Rs.5 L",13-07-2020,4.9,ADMK,TIRUTTANI
TIRUVALLUR,"In tiruvallur, 300 poor families were given 5 kg rice bags as relief aid",13-07-2020,3.16,DMK,THIRUVALLUR
TIRUVALLUR,"In RK pettai, 100 students were given relelif aid",14-07-2020,2.83,ADMK,TIRUTTANI
TIRUVALLUR,"In avadi , 100 people were given Rs.1000",14-07-2020,2.83,ADMK,AVADI
TIRUVALLUR,New Handsanitiser stand has been installed and kept for publice use,14-07-2020,1.73,MNM,MADAVARAM
TIRUVALLUR,New Handsanitiser stand has been installed and kept for publice use,14-07-2020,1.73,MNM,THIRUVOTTIYUR
TIRUVALLUR,New Handsanitiser stand has been installed and kept in Deputy commisioner office,14-07-2020,1.73,MNM,THIRUVOTTIYUR
TIRUVALLUR,New Handsanitiser stand has been installed and kept in kaladi pet market,14-07-2020,1.73,MNM,THIRUVOTTIYUR
TIRUVALLUR,New Handsanitiser stand has been installed and kept in Harikrishna jewellry shop,14-07-2020,1.73,MNM,THIRUVOTTIYUR
TIRUVALLUR,New Handsanitiser stand has been installed and kept in sholavaram bus stand,14-07-2020,1.73,MNM,THIRUVOTTIYUR
TIRUVALLUR,26 Corono Testing vehicles has been lauched for Public use,15-07-2020,4.9,ADMK,TIRUVALLUR
TIRUVALLUR,"In Minjur, 550 people were given 10kg rice each as relief aid",17-07-2020,3.74,DMK,PONNERI
TIRUVALLUR,"In ponneri, 1500 poor families were given releif aid",18-07-2020,4.58,ADMK,PONNERI
TIRUVALLUR,"In Tiruttani, New cement road worth of Rs.3.33L has been opened for public use",18-07-2020,4.58,ADMK,TIRUTTANI
TIRUVALLUR,"In Pallipattu, Sewage water canal has been placed worth of Rs.5 L",20-07-2020,4,ADMK,TIRUVALLUR
TIRUVALLUR,"In Ponneri ,1500 families were given relief aid",21-07-2020,4.58,ADMK,PONNERI
TIRUVALLUR,"In Tiruvottiyur , poor families were given relief aid",22-07-2020,2.83,ADMK,THIRUVOTTIYUR
TIRUVALLUR,"In Kadambathur, people were given relief aid by the mla",25-07-2020,2.83,DMK,THIRUVALLUR
TIRUVALLUR,"In Tiruvalangadu , Cement road has been opened for public use",25-07-2020,4.58,DMK,THIRUVALLUR
TIRUVALLUR,1000 families were given relief aid in avadi,27-07-2020,4.24,DMK,AVADI
TIRUVALLUR,"In Avadi, 1000 families were given relief aid",28-07-2020,4.24,DMK,AVADI
TIRUVALLUR,"In Veechur, New road has been opened for publice use worth of Rs.2.09 L",29-07-2020,4.58,ADMK,PONNERI
SALEM,"Sanitiser has been sprayed in and across Arun nagar, KMS garden,Ramakrishna park,Rajarajan nagar",23-06-2020,2.45,MNM,SALEM (WEST)
NAMAKKAL,Sanitiser stand has been placed in salon by MNM team,24-06-2020,2.45,MNM,RASIPURAM
SALEM,People were provided with face mask in meyyanur,25-06-2020,2.45,DMK,SALEM (NORTH)
KRISHNAGIRI,325 families in hosure has been given relief aid,26-06-2020,2.83,DMK,HOSUR
KRISHNAGIRI,Rs.5000 and 25kg rice has been given to women who lost her house in fire,27-06-2020,1.73,DMK,THALLI
SALEM,"In tandavarayapuram , angavadi maiyam foundation has been layed",27-06-2020,4.24,ADMK,ATTUR
SALEM,New road has been opened for public use,27-06-2020,3.16,ADMK,OMALUR
KRISHNAGIRI,Rs.1L has been given from fund for borewell in noganur,30-06-2020,4.24,DMK,THALLI
SALEM,40 chicks has been given to people,30-06-2020,2,ADMK,ATTUR
SALEM,100 people were given kabasura kudineer in salem,30-06-2020,2.83,ADMK,ATTUR
KRISHNAGIRI,Rs.1L has been given from fund for Newcement road in thalli,01-07-2020,4.24,DMK,THALLI
SALEM,100 people were given kabasura kudineer in salem,04-07-2020,2,MNM,SANKARI
SALEM,"People in Kolathur peurarachi were given rice, vegetables ,Dals etc",04-07-2020,2.83,MNM,METTUR
SALEM,300 people were given kabasura kudineer in salem,07-07-2020,2.45,MNM,SANKARI
SALEM,100 people were given kabasura kudineer in salem,08-07-2020,2.45,DMK,VEERAPANDI
KRISHNAGIRI,Rs.4L worth pipeline has been installed in kaveripattinam,08-07-2020,4.58,DMK,KRISHNAGIRI
KRISHNAGIRI,Rs.1L has been given from fund for New bridge in Unichetti ondriyam,08-07-2020,4.24,DMK,THALLI
KRISHNAGIRI,R.4.80L new pipeline has been installed and use for publice use,09-07-2020,4.58,DMK,VEPPANAHALLI
KRISHNAGIRI,New ration shop has been opened and kept for public use in veppanhalli,13-07-2020,4.9,DMK,VEPPANAHALLI
KRISHNAGIRI,Rs.1L new sewage canal has been installed and kept for public use,14-07-2020,4.24,DMK,THALLI
KRISHNAGIRI,R.1.50L new pipeline has been installed and use for publice use,16-07-2020,4.24,DMK,THALLI
NAMAKKAL,People in kollimalai has been given relief aid,18-07-2020,3.16,DMK,SENTHAMANGALAM
NAMAKKAL,People in kollimalai has been given relief aid,18-07-2020,2.83,DMK,SENTHAMANGALAM
NAMAKKAL,People in kollimalai has been given relief aid,18-07-2020,2.83,DMK,SENTHAMANGALAM
NAMAKKAL,Rs.10000 has been given as relief aid for tailor family who lost the live,18-07-2020,2,DMK,NAMAKKAL
NAMAKKAL,2 family insingilipatti has been given relief aid of Rs.5000 each,23-07-2020,1.73,DMK,NAMAKKAL
NAMAKKAL,People in mohanur has been given relief aid,24-07-2020,1.73,DMK,NAMAKKAL
SALEM,20 families who are below poverty line were given rice and groceries,27-07-2020,1.73,MNM,YERCAUD
SALEM,300 families were given homeopathy tablets,27-07-2020,2.45,DMK,SALEM (WEST)
KRISHNAGIRI,R.2.50L worth Electricty tower has been installed and kept for publice use,27-07-2020,3.74,DMK,THALLI
NAMAKKAL,People in kollimalai has been given relief aid,27-07-2020,2.83,DMK,SENTHAMANGALAM
